sentence_id,words,labels
302,Obstacle,B-FNC
302,Sensing,I-FNC
302,will,O
302,be,O
302,disabled,O
302,when,O
302,aircraft,B-CMP
302,is,O
302,landing,B-ACT
302,Fly,O
302,with,O
302,caution,O
303,Obstacle,B-FNC
303,Sensing,I-FNC
303,will,O
303,be,O
303,disabled,O
303,when,O
303,aircraft,B-CMP
303,is,O
303,landing,B-ACT
303,Fly,O
303,with,O
303,caution,O
304,GPS,B-FNC
304,Position,O
304,Mismatch,O
305,Locating,O
305,Landing,B-ACT
305,Point,O
306,Data,O
306,Recorder,O
306,File,O
306,Index,O
306,is,O
306,8,O
307,Obstacle,B-FNC
307,Avoidance,I-FNC
307,will,O
307,be,O
307,disabled,O
307,in,O
307,landing,B-ACT
308,GPS,B-FNC
308,Position,O
308,Mismatch,O
309,GPS,B-FNC
309,Position,O
309,Mismatch,O
310,Taking,B-ACT
310,Off,I-ACT
311,Gimbal,B-CMP
311,Pitch,I-CMP
311,Reached,O
311,Movement,O
311,Limit,O
312,Switched,O
312,to,O
312,S,B-STE
312,Sport,B-STE
312,Mode,I-STE
313,Attitude,O
313,is,O
313,too,O
313,large,O
314,Home,O
314,Point,O
314,Recorded,O
314,RTH,B-ACT
314,Altitude,O
314,30m,O
315,GPS,B-FNC
315,Position,O
315,Mismatch,O
316,Landing,B-CMP
316,Gear,I-CMP
316,Lowered,B-ACT
317,Maximum,B-ISS
317,flight,I-ISS
317,distance,I-ISS
317,reached,O
317,Adjust,O
317,the,O
317,distance,O
317,in,O
317,MC,O
317,Settings,B-FNC
317,if,O
317,required,O
318,Max,B-ISS
318,Flight,I-ISS
318,Altitude,I-ISS
318,Reached,O
318,Adjust,O
318,in,O
318,Main,O
318,Controller,B-CMP
318,Settings,B-FNC
318,if,O
318,necessary,O
319,Can,O
319,not,O
319,Identify,O
319,Subject,O
320,Taking,B-ACT
320,Off,I-ACT
321,GPS,B-FNC
321,Position,O
321,Mismatch,O
322,GPS,B-FNC
322,Position,O
322,Mismatch,O
323,Fly,O
323,with,O
323,caution,O
323,and,O
323,ensure,O
323,the,O
323,aircraft,B-CMP
323,remains,O
323,within,O
323,your,O
323,line,O
323,of,O
323,sight,O
324,Switched,O
324,to,O
324,S,B-STE
324,Sport,B-STE
325,Aircraft,B-CMP
325,is,O
325,returning,O
325,to,O
325,the,O
325,Home,O
325,Point,O
325,Minimum,O
325,RTH,B-ACT
325,Altitude,O
325,is,O
325,98ft,O
325,You,O
325,can,O
325,reset,O
325,the,O
325,RTH,B-ACT
325,Altitude,O
325,in,O
325,Remote,O
325,Controller,B-CMP
325,Settings,B-FNC
325,after,O
325,cancelling,O
325,RTH,B-ACT
326,GPS,B-FNC
326,Position,O
326,Mismatch,O
327,GEO,O
327,You,O
327,are,O
327,in,O
327,a,O
327,Warning,B-ISS
327,Zone,I-ISS
327,School,O
327,Fly,O
327,with,O
327,caution,O
327,Compass,B-CMP
327,abnormalSolution,O
327,1,O
327,Ensure,O
327,there,O
327,are,O
327,no,O
327,magnets,O
327,or,O
327,metal,O
327,objects,O
327,near,O
327,the,O
327,aircraft,B-CMP
327,The,O
327,ground,O
327,or,O
327,walls,O
327,may,O
327,contain,O
327,metal,O
327,Move,O
327,away,O
327,from,O
327,sources,O
327,of,O
327,interference,B-ISS
327,before,O
327,attempting,O
327,flight,O
327,2,O
327,Calibrate,B-ACT
327,Compass,B-CMP
327,Before,O
327,Takeoff,O
328,GPS,B-FNC
328,Position,O
328,Mismatch,O
329,Obstacle,B-FNC
329,Avoidance,I-FNC
329,will,O
329,be,O
329,disabled,O
329,in,O
329,landing,B-ACT
330,Home,O
330,Point,O
330,Updated,O
331,Aircraft,B-CMP
331,is,O
331,returning,O
331,to,O
331,the,O
331,Home,O
331,Point,O
331,RTH,B-ACT
331,Altitude,O
331,is,O
331,30m,O
331,You,O
331,can,O
331,reset,O
331,the,O
331,RTH,B-ACT
331,Altitude,O
331,in,O
331,Remote,O
331,Controller,B-CMP
331,Settings,B-FNC
331,after,O
331,cancelling,O
331,RTH,B-ACT
331,if,O
331,necessary,O
332,In,B-STE
332,Flight,I-STE
333,GPS,B-FNC
333,Position,O
333,Mismatch,O
334,GPS,B-FNC
334,Position,O
334,Mismatch,O
335,Attitude,O
335,is,O
335,too,O
335,large,O
336,Attitude,O
336,is,O
336,too,O
336,large,O
337,GPS,B-FNC
337,Position,O
337,Mismatch,O
338,GPS,B-FNC
338,Position,O
338,Mismatch,O
339,GPS,B-FNC
339,Position,O
339,Mismatch,O
340,GPS,B-FNC
340,Position,O
340,Mismatch,O
341,Your,O
341,palm,O
341,is,O
341,too,O
341,close,O
341,to,O
341,the,O
341,aircraft,B-CMP
341,Please,O
341,step,O
341,farther,O
341,away,O
342,GPS,B-FNC
342,Position,O
342,Mismatch,O
343,GPS,B-FNC
343,Position,O
343,Mismatch,O
344,Your,O
344,palm,O
344,is,O
344,too,O
344,close,O
344,to,O
344,the,O
344,aircraft,B-CMP
344,Please,O
344,step,O
344,farther,O
344,away,O
345,GPS,B-FNC
345,Position,O
345,Mismatch,O
346,Landing,B-ACT
347,Landing,B-FNC
347,Protection,I-FNC
347,Activated,O
347,Aircraft,B-CMP
347,will,O
347,decelerate,O
347,during,O
347,landing,B-ACT
348,Landing,B-CMP
348,gear,I-CMP
348,Avoidance,O
348,Disabled,O
349,Switched,O
349,to,O
349,S,B-STE
349,Sport,B-STE
350,Attitude,O
350,is,O
350,too,O
350,large,O
351,GPS,B-FNC
351,Position,O
351,Mismatch,O
352,Taking,B-ACT
352,off,I-ACT
353,Data,O
353,Recorder,O
353,File,O
353,Index,O
353,is,O
353,12,O
354,Home,O
354,Point,O
354,Recorded,O
354,RTH,B-ACT
354,Altitude,O
354,30m,O
355,Intelligent,B-STE
355,Flight,I-STE
355,Modes,I-STE
355,have,O
355,not,O
355,been,O
355,enabled,O
355,Enable,O
355,this,O
355,option,O
355,in,O
355,Main,O
355,Controller,B-CMP
355,Settings,B-FNC
355,if,O
355,needed,O
356,Aircraft,B-CMP
356,is,O
356,returning,O
356,to,O
356,the,O
356,Home,O
356,Point,O
356,Minimum,O
356,RTH,B-ACT
356,Altitude,O
356,is30m,O
356,You,O
356,can,O
356,reset,O
356,the,O
356,RTH,B-ACT
356,Altitude,O
356,in,O
356,Remote,O
356,Controller,B-CMP
356,Settings,B-FNC
356,after,O
356,cancelling,O
356,RTH,B-ACT
357,Taking,B-ACT
357,Off,I-ACT
358,GEO,O
358,You,O
358,are,O
358,in,O
358,a,O
358,Warning,B-ISS
358,Zone,I-ISS
358,School,O
358,Fly,O
358,with,O
358,caution,O
359,Taking,B-ACT
359,Off,I-ACT
360,Another,O
360,aircraft,B-CMP
360,is,O
360,nearby,O
360,Fly,O
360,with,O
360,caution,O
360,Another,O
360,aircraft,B-CMP
360,is,O
360,dangerously,O
360,close,O
360,please,O
360,descend,O
360,to,O
360,a,O
360,safer,O
360,altitude,O
361,Obstacle,B-FNC
361,Avoidance,I-FNC
361,will,O
361,be,O
361,disabled,O
361,in,O
361,landing,B-ACT
362,Switched,O
362,to,O
362,P,B-STE
362,Positioning,B-STE
362,Mode,I-STE
363,GPS,B-FNC
363,Position,O
363,Mismatch,O
364,Taking,B-ACT
364,Off,I-ACT
365,Data,O
365,Recorder,O
365,File,O
365,Index,O
365,is,O
365,29,O
366,High,O
366,wind,B-ISS
366,velocity,I-ISS
366,Fly,O
366,with,O
366,caution,O
367,Home,O
367,Point,O
367,Recorded,O
367,RTH,B-ACT
367,Altitude,O
367,30m,O
368,Obstacle,B-FNC
368,Sensing,I-FNC
368,will,O
368,be,O
368,disabled,O
368,when,O
368,aircraft,B-CMP
368,is,O
368,landing,B-ACT
368,Fly,O
368,with,O
368,caution,O
369,Obstacle,B-FNC
369,Avoidance,I-FNC
369,will,O
369,be,O
369,disabled,O
369,in,O
369,landing,B-ACT
370,GPS,B-FNC
370,Position,O
370,Mismatch,O
371,GPS,B-FNC
371,Position,O
371,Mismatch,O
372,Tip,O
372,Aircraft,B-CMP
372,reached,O
372,maximum,B-ISS
372,distance,I-ISS
372,please,I-ISS
372,pay,O
372,attention,O
372,to,O
372,flight,O
372,safety,O
373,Ground,O
373,Plain,O
373,Safe,O
373,to,O
373,Land,O
374,GPS,B-FNC
374,Position,O
374,Mismatch,O
375,Home,O
375,Point,O
375,Updated,O
376,Switched,I-STE
376,to,O
376,T,B-STE
376,Tripod,B-STE
376,Mode,I-STE
377,Attitude,O
377,is,O
377,too,O
377,large,O
378,Home,O
378,Point,O
378,Recorded,O
378,RTH,B-ACT
378,Altitude,O
378,30m,O
379,GPS,B-FNC
379,Position,O
379,Mismatch,O
380,Weak,O
380,signal,O
380,Avoid,O
380,blocking,O
380,the,O
380,antennas,O
380,and,O
380,keep,O
380,the,O
380,antennas,O
380,parallel,O
380,to,O
380,and,O
380,facing,O
380,toward,O
380,the,O
380,aircraft,B-CMP
380,during,O
380,flight,O
381,GPS,B-FNC
381,Position,O
381,Mismatch,O
382,Tap,O
382,the,O
382,screen,O
382,lightly,O
382,to,O
382,focus,O
383,GPS,B-FNC
383,Position,O
383,Mismatch,O
384,Fly,O
384,with,O
384,caution,O
384,and,O
384,ensure,O
384,the,O
384,aircraft,B-CMP
384,remains,O
384,within,O
384,your,O
384,line,O
384,of,O
384,sight,O
385,GPS,B-FNC
385,Position,O
385,Mismatch,O
386,GPS,B-FNC
386,Position,O
386,Mismatch,O
387,GPS,B-FNC
387,Position,O
387,Mismatch,O
388,GPS,B-FNC
388,Position,O
388,Mismatch,O
389,GPS,B-FNC
389,Position,O
389,Mismatch,O
390,Obstacle,B-FNC
390,Sensing,I-FNC
390,will,O
390,be,O
390,disabled,O
390,when,O
390,aircraft,B-CMP
390,is,O
390,landing,B-ACT
390,Fly,O
390,with,O
390,caution,O
391,GPS,B-FNC
391,Position,O
391,Mismatch,O
392,Taking,B-ACT
392,Off,I-ACT
393,Fly,O
393,with,O
393,caution,O
393,and,O
393,ensure,O
393,the,O
393,aircraft,B-CMP
393,remains,O
393,within,O
393,your,O
393,line,O
393,of,O
393,sight,O
394,GPS,B-FNC
394,Position,O
394,Mismatch,O
395,Palm,B-FNC
395,Control,I-FNC
395,in,O
395,Process,O
396,GPS,B-FNC
396,Position,O
396,Mismatch,O
397,GPS,B-FNC
397,Position,O
397,Mismatch,O
398,Gimbal,B-CMP
398,Pitch,I-CMP
398,Limit,O
398,Reached,O
399,Taking,B-ACT
399,Off,I-ACT
400,Obstacle,B-FNC
400,Avoidance,I-FNC
400,will,O
400,be,O
400,disabled,O
400,in,B-STE
400,landing,I-STE
401,Obstacle,O
401,Avoided,B-ACT
401,Revise,O
401,Flight,O
401,Route,O
402,Switched,O
402,to,O
402,P,B-STE
402,Positioning,B-STE
402,Mode,I-STE
403,GPS,B-FNC
403,Position,O
403,Mismatch,O
404,Obstacle,B-FNC
404,Avoidance,I-FNC
404,will,O
404,be,O
404,disabled,O
404,in,O
404,landing,B-ACT
405,GPS,B-FNC
405,Position,O
405,Mismatch,O
406,The,O
406,remaining,O
406,battery,B-CMP
406,is,O
406,only,O
406,enough,O
406,for,O
406,RTH,B-ACT
406,Return,O
406,home,O
406,now,O
407,To,O
407,take,O
407,off,O
407,in,O
407,mode,O
407,toggle,O
407,Flight,O
407,Mode,O
407,Switch,O
407,to,O
407,another,O
407,mode,O
407,and,O
407,then,O
407,toggle,O
407,it,O
407,back,O
408,Switched,O
408,to,O
408,S,B-STE
408,Sport,B-STE
408,Mode,I-STE
409,Ground,O
409,Plain,O
409,Safe,O
409,to,O
409,Land,O
410,GPS,B-FNC
410,Position,O
410,Mismatch,O
411,GPS,B-FNC
411,Position,O
411,Mismatch,O
412,Attitude,O
412,is,O
412,too,O
412,large,O
413,High,O
413,wind,B-ISS
413,velocity,I-ISS
413,Ensure,O
413,the,O
413,aircraft,B-CMP
413,remains,O
413,within,O
413,your,O
413,line,O
413,of,O
413,sight,O
413,and,O
413,fly,O
413,with,O
413,caution,O
414,GPS,B-FNC
414,Position,O
414,Mismatch,O
415,Gimbal,B-CMP
415,Roll,I-CMP
415,Limit,O
415,Reached,O
416,Can,O
416,not,O
416,switch,O
416,flight,O
416,mode,O
416,Turn,O
416,on,O
416,Multiple,O
416,Flight,O
416,Modes,O
416,to,O
416,enable,O
416,Atti,O
416,and,O
416,Sport,B-STE
416,Modes,I-STE
417,Taking,B-ACT
417,Off,I-ACT
418,Attitude,O
418,is,O
418,too,O
418,large,O
419,GPS,B-FNC
419,Position,O
419,Mismatch,O
420,Taking,B-ACT
420,Off,I-ACT
421,Not,O
421,Allowed,O
421,to,O
421,change,O
421,Aircraft,B-CMP
421,Mode,O
421,If,O
421,needed,O
422,High,O
422,wind,B-ISS
422,velocity,I-ISS
422,Fly,O
422,with,O
422,caution,O
423,GPS,B-FNC
423,Position,O
423,Mismatch,O
424,GPS,B-FNC
424,Position,O
424,Mismatch,O
425,Max,B-ISS
425,Flight,I-ISS
425,Distance,I-ISS
425,Reached,O
425,Adjust,O
425,in,O
425,Main,O
425,Controller,B-CMP
425,Settings,B-FNC
425,if,O
425,necessary,O
426,Obstacle,B-FNC
426,Avoidance,I-FNC
426,will,O
426,be,O
426,disabled,O
426,in,O
426,landing,B-ACT
427,GPS,B-FNC
427,Position,O
427,Mismatch,O
428,Home,O
428,Point,O
428,Recorded,O
428,RTH,B-ACT
428,Altitude,O
428,30m,O
429,GPS,B-FNC
429,Position,O
429,Mismatch,O
430,Home,O
430,Point,O
430,Recorded,O
430,RTH,B-ACT
430,Altitude,O
430,30m,O
431,Landing,B-CMP
431,gear,I-CMP
431,Avoidance,O
431,Disabled,O
432,Attitude,O
432,is,O
432,too,O
432,large,O
433,Attitude,O
433,is,O
433,too,O
433,large,O
434,Downlink,B-CMP
434,Lost,O
435,GPS,B-FNC
435,Position,O
435,Mismatch,O
436,Switched,O
436,to,O
436,P,B-STE
436,Positioning,B-STE
436,Mode,I-STE
437,GPS,B-FNC
437,Position,O
437,Mismatch,O
438,GPS,B-FNC
438,Position,O
438,Mismatch,O
439,GPS,B-FNC
439,Position,O
439,Mismatch,O
440,Weak,O
440,signal,O
440,Avoid,O
440,blocking,O
440,the,O
440,antennas,O
440,and,O
440,keep,O
440,the,O
440,antennas,O
440,parallel,O
440,to,O
440,and,O
440,facing,O
440,toward,O
440,the,O
440,aircraft,B-CMP
440,during,O
440,flight,O
441,Data,O
441,Recorder,O
441,File,O
441,Index,O
441,is,O
441,57,O
442,Landing,B-FNC
442,Protection,I-FNC
442,Activated,O
442,Aircraft,B-CMP
442,will,O
442,decelerate,O
442,during,O
442,landing,B-ACT
443,GPS,B-FNC
443,Position,O
443,Mismatch,O
444,Attitude,O
444,is,O
444,too,O
444,large,O
445,GPS,B-FNC
445,Position,O
445,Mismatch,O
446,Taking,B-ACT
446,Off,I-ACT
447,Switched,O
447,to,O
447,P,B-STE
447,Positioning,B-STE
447,Mode,I-STE
448,High,O
448,wind,B-ISS
448,velocity,I-ISS
448,Ensure,O
448,the,O
448,aircraft,B-CMP
448,remains,O
448,within,O
448,your,O
448,line,O
448,of,O
448,sight,O
448,and,O
448,fly,O
448,with,O
448,caution,O
449,GPS,B-FNC
449,Position,O
449,Mismatch,O
450,GPS,B-FNC
450,Position,O
450,Mismatch,O
451,Home,O
451,Point,O
451,Updated,O
452,Attitude,O
452,is,O
452,too,O
452,large,O
453,Maximum,B-ISS
453,flight,I-ISS
453,distance,I-ISS
453,reached,O
453,Adjust,O
453,the,O
453,distance,O
453,in,O
453,MC,O
453,Settings,B-FNC
453,if,O
453,required,O
454,Home,O
454,Point,O
454,Recorded,O
454,RTH,B-ACT
454,Altitude,O
454,30m,O
455,Landing,B-FNC
455,Protection,I-FNC
455,Activated,O
455,Aircraft,B-CMP
455,will,O
455,decelerate,O
455,during,O
455,landing,B-ACT
456,To,O
456,take,O
456,off,O
456,in,O
456,mode,O
456,toggle,O
456,Flight,O
456,Mode,O
456,Switch,O
456,to,O
456,another,O
456,mode,O
456,and,O
456,then,O
456,toggle,O
456,it,O
456,back,O
457,GPS,B-FNC
457,Position,O
457,Mismatch,O
458,Home,O
458,Point,O
458,Updated,O
459,GPS,B-FNC
459,Position,O
459,Mismatch,O
460,GPS,B-FNC
460,Position,O
460,Mismatch,O
461,GPS,B-FNC
461,Position,O
461,Mismatch,O
462,Switched,O
462,to,O
462,P,B-STE
462,Positioning,B-STE
462,Mode,I-STE
463,GPS,B-FNC
463,Position,O
463,Mismatch,O
464,GPS,B-FNC
464,Position,O
464,Mismatch,O
465,Home,O
465,Point,O
465,Recorded,O
465,RTH,B-ACT
465,Altitude,O
465,30m,O
466,Fly,O
466,with,O
466,caution,O
466,and,O
466,ensure,O
466,the,O
466,aircraft,B-CMP
466,remains,O
466,within,O
466,your,O
466,line,O
466,of,O
466,sight,O
467,GPS,B-FNC
467,Position,O
467,Mismatch,O
468,GPS,B-FNC
468,Position,O
468,Mismatch,O
469,Home,O
469,Point,O
469,recorded,O
469,ft,O
470,GPS,B-FNC
470,Position,O
470,Mismatch,O
